,dialogue_id,turns,text,emotion,act
597,192,1,"The main reason for not doing things is because... I would say starting to do things at two o'clock is really tiring. If things are not finished, the skylight will open, so I still have to do it, so I would say that it is not something that should be done. time, all the time in the front is wasted, and you start doing things later",no emotion,no action
598,192,2,"Or are you most concerned about being tired, because what I hear now is... Even if you don’t want to do it, it seems that it’s because you are tired if you do it early. When you think about being tired, you don’t want to do it.",no emotion,emotional reflection
599,192,3,right,no emotion,no action
600,192,4,"And now you want to change this habit of procrastination, but it seems to be very tiring.",no emotion,emotional reflection
601,193,1,"Yes, you should have a healthier mentality and exercise more",no emotion,no action
602,193,2,Is this likely to be resolved?,no emotion,inquire
603,193,3,"Indeed, I feel that my mentality is not very positive.",disgust,no action
604,193,4,Could it be because the previous method has always been quite feasible?,no emotion,inquire
605,193,5,Because maybe I just never liked this thing from beginning to end,disgust,no action
606,193,6,Are you talking about research?,no emotion,inquire
607,194,1,"Just studying and researching, etc. I have never liked it.",disgust/sad,no action
608,194,2,Then why are you here,no emotion,inquire
609,194,3,Work,no emotion,no action
610,194,4,Work?,no emotion,no action
611,194,5,"Yes, employment orientation. Since I started studying in national high school, I have felt that my study is employment-oriented. In the future, I hope to find a job and have money to live a life.",no emotion,no action
612,194,6,"So even when you choose a major, it’s not whether you like it or not, but which job is better.",no emotion,emotional reflection
613,195,1,What I really like...the things I liked when I was in school are closer to...literary-oriented or historical-story-oriented.,no emotion,no action
614,195,2,Comparative essay group?,no emotion,brief description of the semantics
615,195,3,"But my...my English is not very good, so I don't dare to choose the writing group.",no emotion,no action
616,195,4,It doesn’t have to be English. You may be talking about history.,no emotion,no action
617,196,1,"Yes, I like him because I like him, but it cannot be used as a career orientation... No, I am... This is the concept given to me by my family, and I myself feel that if I continue to read it this way, I may not They want me to live the material life I want, so I won’t choose to go in that direction.",disgust/anger,no action
618,196,2,"Even if you have the opportunity to live the material life you want, it may be quite difficult...",no emotion,no action
619,197,1,"Yes, I personally think that based on my own talent, it is possible... It seems to be a little more difficult to achieve, because if I go in the direction of science and engineering, actually... I have a higher chance of being able to achieve it, which is me. The material life I want...my choice is this",sad,no action
620,197,2,"That’s why it’s difficult for you to devote yourself to these research courses, because you are not originally interested in these, so you would have just passed, because these are not what you really like.",no emotion,emotional reflection
621,198,1,"If I say I hate it, I don't really hate it, but... I won't be disgusted by this if I continue to do it.",no emotion,no action
622,198,2,"But it is difficult for you to be very positive, because if I achieve 80%, the salary I will get in the future will be like this; if I achieve 60%, the salary I will get in the future will be the same, so you will not want to achieve 80%. very",no emotion,no action
623,198,3,"But actually if I achieve eighty or ninety percent, my current situation should be that my salary will be better in the future.",no emotion,no action
624,198,4,"But if you want... the one you said is better... it's more like CP value, do you know what I mean?",no emotion,no action
625,199,1,"It just feels like I can do 80 or 90%, but my condition may not be enough... Maybe psychologically I want to do 80% or 90% because I'm so tired, and then I just pass it and I can still go. To this place like this",no emotion,no action
626,199,2,"Because if passing the test will enable you to live the life you want in the future, you are not a person who pursues the best in all aspects of life. You just... just achieve what I want, so I will give it a score of sixty. If I can achieve what I want, then I don’t need 80%, I can achieve it a little better than I want, because I can do it this way",no emotion,brief description of the semantics
627,200,1,"I seem to have this feeling. I feel that my expected future material life is not particularly high, and I have not said that I must buy a house or something.",no emotion,no action
628,200,2,"Even within a certain range, actually exceeding that range doesn’t mean much to you, at least for now...",no emotion,brief description of the semantics
629,201,1,I just haven’t figured out what I want yet. Maybe I won’t know until I get out of society.,surprise,no action
630,201,2,"In this way, I suddenly seem to be able to understand why you feel that you don’t want to work hard or invest so much, because this is... It’s not that you are interested, you are originally employment-oriented, so I can actually enter the job market without being so invested. Well",no emotion,brief description of the semantics
631,201,3,It seems like this feeling,no emotion,no action
632,201,4,"But at the same time, you are struggling to ask, should I be more serious, so... those peers in your life are all... people who seem to be very involved in these studies and their own studies.",no emotion,emotional reflection
633,202,1,"Yes, some people are more serious than me, so I will think that they are very powerful, and then I will compete with each other, and then I will feel that I can't do it well.",anger/sad,no action
634,202,2,At this time you will be a little frustrated,no emotion,emotional reflection
635,202,3,right,no emotion,no action
636,202,4,But if you really do something... you actually don't know the meaning behind the extra effort.,no emotion,emotional reflection
637,203,1,"Now that I think about it...it feels like this. I'm doing very well in research, but I'm career-oriented, and I don't want to continue studying. This thing doesn't interest me enough to really want to study. If I go on to pursue a Ph.D. or academia, I can imagine that I won’t be able to put too much effort into it... I just won’t be able to devote too much enthusiasm to his reasons.",surprise/anger/sad,no action
638,203,2,"Because your purpose from the beginning was not to do well in this research, or to get a good result in this academic...this academic stage of yours.",no emotion,brief description of the semantics
639,204,1,"I feel like now, I used to have trouble with procrastination, mainly because... assuming that if I get things done early, I can actually live a more comfortable life. The reason why I have trouble is because of this, but I will It turns into saying... My current situation is actually not particularly comfortable, but it's about sixty or seventy.",no emotion,no action
640,204,2,Um,no emotion,no action
641,205,1,"So there is no motivation that can be converted into... the sense of effort that really gets things done early, and I relax early... It seems like... Thinking about it this way, it seems like this",surprise,no action
642,206,2,Your requirements for your life do not reach 90%?,no emotion,inquire
643,206,3,"Of course it's the best to reach 90, but that's...",no emotion,no action
644,206,4,Sixty or seventy points is also OK?,no emotion,no action
645,206,5,"Sixty or seventy is... it will be a little painful in the middle, and then relax after the report...",no emotion,no action
646,206,6,It seems to be okay,no emotion,no action
647,207,1,An unhealthy belief in this,no emotion,no action
648,207,2,"You now have another one...that is, you know, the voice that you keep going back and forth...all the time...one saying that you should be better or try harder, and we thought at first that his voice was because... .. You should be... people who seem to work harder and become better, because that's what you see in your peers, but it seems like this voice of wanting to work harder, you don't actually want yourself to... .is to become a very positive person",no emotion,emotional reflection/summary
649,208,1,It seems like this. I don’t expect myself to be a particularly positive person.,no emotion,no action
650,208,2,"That voice is more like the voice of someone outside, not your own.",no emotion,no action
651,208,3,"It would be good for me to become positive at that time... for the people I know, it would be good for me to become positive.",no emotion,no action
652,208,4,"Then you actually... I think you just have a cognitive feeling, and it may be beneficial. Otherwise, why would everyone be so active, but you don't actually have one... So what are the benefits of being so active?",no emotion,no action
653,209,1,"I only think of a good solution, that is, I can stop staying up late to do things",no emotion,no action
654,209,2,What feels most personal to you?,no emotion,emotional reflection
655,209,3,right,no emotion,no action
656,209,4,So do you mind not staying up late doing things?,no emotion,no action
657,210,1,"I should hope to be more comfortable, but I was more anxious before, maybe because... at that time, I just... I just finished it, and I really didn't feel good about it, and I didn't feel good about myself.",anger,no action
658,210,2,What you mean is that you don’t stay up late recently.,no emotion,no action
659,210,3,There is no way I slept more comfortably yesterday like this,no emotion,no action
660,210,4,"It sounds like you... are more easily affected by the current state. For example, if you know clearly that if you don't do it first, I may have to stay up late to do it, but it has been a while since the last time I stayed up late and felt uncomfortable. You will first enjoy the happiness or relaxation of the moment",no emotion,no action
661,211,1,"In fact, no, that is to say, I stayed up late the day before yesterday and started to stay up late to do things that were due tomorrow, and then I stayed up late for several days in a row, which made it even more painful.",sad,no action
662,211,2,Why do you think you have been in this reincarnation?,no emotion,emotional reflection/brief description of the semantics
663,211,3,"Yes, why should I waste myself... Yes, the last thing I encountered was... I stayed up late a few days ago. I am really tired today, but I can't seem to finish things, so I will go to bed after nine o'clock. I slept like crazy, and then when I got up in the morning, I was still doing things at eight o'clock, haha",no emotion,no action
664,211,4,"Do you think this is not good? I don’t understand you a bit... When you said this... about this matter, what did you want to express?",no emotion,inquire
665,212,1,What a rotten life,no emotion,no action
666,212,2,"What a rotten life... Do you think this is your idea, or do you think it is the idea of ​​your peers...people outside?",no emotion,inquire
667,213,1,"Part of me thinks that there might be people out there who would think so, and then I think it’s safe to pass the customs at that time, so I won’t care about it for now. No matter how bad I have done before, at least the research report is progressing, so I will Don't think about it, rest first before talking like this",no emotion,no action
668,213,2,"So there are often conflicts within you. In fact, some of your values ​​​​are trying to change your values ​​​​with the outside world, but now you have... who will make you feel... In addition to seeing your peers, there is also There are other parts that make you feel as though your values ​​need revising",no emotion,inquire/emotional reflection
669,214,1,"In fact, this value has at least a little bit of what it is called... I have a little willpower in me. This value at least means to me... I must finish things before... that is, report , I can’t accept that I really can’t hand over something, because if I can’t hand over something, others will really look down on me.",fear,no action
670,214,2,It seems that you mentioned once that you care about being disrespected by others.,no emotion,emotional reflection
671,214,3,right,no emotion,no action
672,214,4,So you want better...are you partly worried about being looked down upon by others?,no emotion,inquire/emotional reflection
673,215,1,"I don’t want everything to get messed up, and then others will look down on me and say that I haven’t done anything, so basically every time I report it, I’ll be in pain again... Maybe I really stayed up until five o’clock and didn’t do anything. , that is, I really don’t sleep, from five o’clock to before the report, or from five o’clock to eleven o’clock, and then sleep for an hour before going to school.",fear,no action
674,215,2,"You usually smile when you talk about many things, but when you talk about whether you will be looked down upon by others, your expression is particularly serious. Has this ever happened to you?",no emotion,inquire
675,216,1,That's when I would resist saying...let others have the idea of ​​looking down on me.,fear,no action
676,216,2,Have you ever been looked down upon by others?,no emotion,inquire
677,217,1,"In fact, sometimes it is not necessarily a guess. I have encountered it before, that is... I feel like... I have an argument with someone, and then I feel like... I have it in high school and college. When I talk to others, I let Others feel that they may look down on me. Sometimes I feel really uncomfortable, and even quarrel with others.",fear/anger,no action
678,217,2,When did the last one happen?,no emotion,inquire
679,218,1,"The most recent one... actually quite a while ago, several years ago. As I became more and more mature, I realized that I didn't want this kind of situation to happen, so I tried to avoid it.",no emotion,no action
680,218,2,what happened at that time,no emotion,inquire
681,218,3,"It's okay, that is, I talked to my classmates, and then... there was no quarrel because of that incident, but I felt in my heart that after others talked to me like this, my tone seemed a bit... Are you looking down on my thoughts?",fear/anger,no action
682,218,4,what did you talk about,no emotion,inquire
683,219,1,"Just talking about what I usually talk about, some things, etc., and then at that time... I felt so uncomfortable.",disgust/sad,no action
684,219,2,what did he respond to,no emotion,no action
685,219,3,"No, he just said it like this... He said it like this every time. It was actually very normal, but my mood at that time would be like... Did he start to look down on me... This kind of thing ideas arise",disgust/anger/sad,no action
686,219,4,"It means that in the middle of chatting with the other party, the other party suddenly gives you a response, which is what you usually do...",no emotion,no action
687,220,1,"No, it wasn't sudden, it was because of the context. I asked him to talk about this matter, but when I heard him start...his words...his words...when he got to this point, I discovered...I felt it. The other party seemed a bit... It felt like he looked down on me in his heart. Sometimes... I didn't feel very comfortable at that time. Then around that time, because I felt more mature in college, I probably started to analyze myself. . .. I don’t want others to be like this, I want to be like this... So many times, I actually have to avoid doing things... I hope to avoid letting others say such things.",no emotion,no action
688,220,2,So what adjustments did you make?,no emotion,inquire
689,221,1,"As I said now...I reported that I was...I don't want to hand over anything when it comes to the actual report, because I feel that after I hand it over like this, others will...the other party may not He would say anything, at most he would scold me, but I think he might feel unhappy or look down on me, and he would not be able to finish things or continue to do them. I don’t want to encounter this situation, so I just force myself to do it. Make things... at least reach a certain level of progress",fear,no action
690,221,2,"In the past, you might have really made him lose progress?",no emotion,inquire
691,222,1,"It's possible that in the past... although it wasn't necessarily at this level of progress, when I wasn't that mature, I encountered a lot of... It was what I usually did and how others viewed me. I feel like...he looks down on me a little bit.",no emotion,no action
692,222,2,"Then when you do do a lot of things, you didn't expect to be so involved, but you will feel... yes, I am not that much... so involved, but you don't want this behavior or this lifestyle of yours You are criticized, but it is difficult for you to tell others... I just want this kind of life, so what you can do is to adjust the pace of your life to make it seem harder, but you will be less likely to be told this. words of criticism",no emotion,summary
693,223,1,"Yes, that is to say, I may show... I may not be so serious... I may not be so serious when I was studying in the past. In fact, at least those not-serious looks are... In fact, the course has been taken, and he may be very confused at most, but I will still pass the course, instead of being pawned or postponed... and other situations, the adjustment is like this La",no emotion,no action
694,223,2,"What do you think makes you always... I think that actually you don't want to do any of these things, but you seem to be doing it for... a quality of future work and life... This seems quite reasonable. Yes, this is the need for survival, and then the other... is more about the external perception or evaluation.",no emotion,no action
695,224,1,"Now that I think about it... other people's opinions of me actually seem to be quite important, even though they are all imaginary.",no emotion,no action
696,224,2,Is this all what you imagined?,no emotion,no action
697,224,3,"Yes, it's all my imagination, but I don't want others to think of me in a certain way, so I will improve the way I do things.",no emotion,no action
698,224,4,Do you think you are a person who cares about other people's opinions?,no emotion,emotional reflection
699,225,1,"Now that I think about it, I actually seem to care a lot. From the past to the present, many quarrels have been caused by this.",fear,no action
700,225,2,"Many times, quarrels are caused by other people's opinions of you.",no emotion,brief description of the semantics
701,225,3,I fantasize...I guess other people's fantasies...about me,no emotion,no action
702,225,4,You always said it was your guess,no emotion,no action
703,225,5,Because he didn't say it either,no emotion,no action
704,225,6,What makes... you must feel something is wrong,no emotion,inquire
705,226,1,I guess based on what he usually does and what he said at the moment.,no emotion,no action
706,226,2,Is there an example?,no emotion,inquire
707,226,3,"Yes, I used to be this kind of person in high school",no emotion,no action
708,226,4,"No, what I mean is that the other party...actually what you saw the other party did, the tone and attitude were...",no emotion,inquire
709,227,1,"Normally, I feel like... they looked at me with a look of disdain. One time... there must have been... they seemed to say some bad things on social media, but I didn't see it. Someone else told me",no emotion,no action
710,227,2,It's just the people who spread the word that someone is criticizing,no emotion,no action
711,227,3,"But... I feel like it's probably him, it should be him, because he usually looks at me... as if he sees what I'm doing, and then he looks at me... and his classmates point at me like this , and then one time I was scolded by a teacher, and then I stood at the door, and then he passed by me again and did that again, and then I exploded like this",anger,no action
712,227,4,"But you kept emphasizing that... it was your imagination, but afterwards you thought... could it be a misunderstanding?",no emotion,no action
713,228,1,"Because in fact, is there any evidence? But I guess it is like that.",anger,no action
714,228,2,It seems... So you just...,no emotion,no action
715,228,3,"Without evidence, I can only say what I imagine",anger,no action
716,228,4,"So you won’t check it, because in fact, in terms of your feelings and judgments, it’s almost the same. Others may not think this way.",no emotion,no action
717,229,1,"Yes, others don't... In terms of my speech... I may... I am really angry sometimes. Thinking about it, it is true that he may not think this way, but at the moment I feel that others think this way, so I They say I fantasize and imagine that others will think this way",anger,no action
718,229,2,"Okay, so we have almost the same time today, so we talked about something today...what exactly makes you adopt such a lifestyle and...it is a...realistic imaging for life and work, and... One is that other people's opinions of you will affect how you live your life.",no emotion,summary
719,230,1,Um,no emotion,no action
720,230,2,"Then what will make you struggle is that when you see your peers working harder, you will feel a little bit...I wonder if that will make you a little suspicious of me, who is in a very mediocre state, will it? There is no way to get what you want, but based on your own evaluation, you think...it's okay. I can get the life I want this way.",no emotion,summary
721,230,3,"I may be afraid that it’s just me...I will compare myself with people who I feel are less serious than me, and I will be afraid that people who are more serious than me will compare me with others. I sometimes think this way.",fear,no action
722,230,4,What kind of label are you afraid of being labeled?,no emotion,inquire/emotional reflection
723,231,1,Just put the label that others look down on me... no no... others will look down on me,fear,no action
724,231,2,What label does someone put on you? It makes you...,no emotion,inquire
725,231,3,"It's just that he's not serious... I don't know how to put it, but I feel that when others look down on me, I feel bad. Of course, this kind of look down on me may affect... different things. It's possible",fear,no action
726,231,4,Then I want to say that this feeling of being looked down upon is inherently bad.,no emotion,emotional reflection
727,232,1,Um,no emotion,no action
728,232,2,"It's just that you care about this matter very much, and then it seems difficult to... compare... I think we will have the opportunity to discuss that again in the future... what will make you feel looked down upon, and the label behind the looked down upon will What is it? What is his evaluation of you? Then what did you see here today?",no emotion,no action
729,232,3,"When we reported in groups a while ago, our roommates usually were in a group, but that time when I reported, they didn’t just look for me, and then they directly looked for other people. This thing made me super happy.",sad,no action
730,232,4,"So it sounds like you felt a little lonely at the time, like you were being pushed out.",no emotion,emotional reflection
731,233,1,"That's right, when they were grouped, they didn't think of me immediately because the class was in groups of three and they had to find group members first. Otherwise, if they didn't show up for class, they would be randomly assigned to other people, so they went first. Asking other people because they weren't sure if I would take that class right so that's it I remember it super long ago",sad,no action
732,233,2,You remember it now because you still care about them not being proactive at the time.,no emotion,brief description of the semantics
733,233,3,"Yes, backstab",no emotion,no action
734,233,4,How to say,no emotion,inquire
735,234,1,"Not really, but trust between people is very fragile.",sad,no action
736,234,2,Is it because they haven’t found you that you feel like you’re not considered a good friend?,no emotion,inquire
737,234,3,I feel like they didn't consider my feelings first.,no emotion,no action
738,234,4,I hope they can be more proactive in looking for something like this,no emotion,no action
739,234,5,"That's right, but I have found a way to reconcile with myself as much as possible, such as writing it down in a diary.",sad,no action
740,234,6,Share with me what you wrote in your diary,no emotion,inquire
741,235,1,"I know this is human nature and so on, and it’s because the grouping is quite urgent.",sad,no action
742,235,2,"It sounds rationally understandable that the situation may have been short-lived at that time, so they had to rush to find other people in order to gather the number of people, but emotionally they felt as if they were not taken seriously.",no emotion,emotional reflection/brief description of the semantics
743,235,3,"Indeed, I said at the beginning that I didn’t know which course I would choose, but I actually immediately decided which course I would choose during the first course selection stage, but they didn’t ask me that.",sad,no action
744,235,4,Did you later talk to them about the matter?,no emotion,inquire
745,236,1,"Let’s talk about it. Later, they came to me and said they were sorry.",no emotion,no action
746,236,2,I want to know what kind of situation it sounds like they really want to make peace with you.,no emotion,inquire
747,236,3,"Well, in the beginning, maybe it was the first or second time I took class, and then I suddenly realized that I didn’t have a group like this.",no emotion,no action
748,236,4,So they came to you and wanted to explain this to you.,no emotion,brief description of the semantics
749,236,5,"Right, almost like this",no emotion,no action
750,236,6,So even now you are quite concerned about this matter. I just mentioned this matter and you have remembered it for a long time.,no emotion,emotional reflection
751,237,1,"It's true, but I can look at this more rationally afterwards.",no emotion,no action
752,237,2,How to say,no emotion,inquire
753,237,3,Time will dilute everything,no emotion,no action
754,237,4,"So you feel that they are more relieved about this matter now. They may be in a bit of a dilemma at the moment. So you just mentioned that it seemed like the feeling at the time was a bit of a backstab, like that kind of trust.",no emotion,brief description of the semantics
755,238,1,"Yeah, that's right. Trust is broken.",sad,no action
756,238,2,"Do you think it will affect you when you are making friends or when you are teaching at other times? For example, you worry about being left behind when choosing courses.",no emotion,emotional reflection
757,238,3,"It's possible, but it's okay",no emotion,no action
758,238,4,So I don’t seem to be so nervous when I take other courses now. I may have to wait until there is a problem with group selection.,no emotion,emotional reflection
759,238,5,"Now that we are grouped together, we feel calmer, which is a blessing in disguise.",no emotion,no action
760,238,6,How to say a blessing in disguise,no emotion,inquire
761,239,1,"If you have had this kind of experience before, you will be less nervous now.",no emotion,no action
762,239,2,"Even if you encounter such a situation, you won't be so worried about whether you can't find someone.",no emotion,brief description of the semantics
763,239,3,"Yes, because I encountered it and then I felt that it was actually okay and it was no big deal.",fear,no action
764,239,4,Did you discuss your feelings at that time with other friends or family?,no emotion,inquire
765,239,5,No,no emotion,no action
766,239,6,Are you afraid of their reaction or do you want to try to digest it yourself?,no emotion,inquire
767,240,1,I want to try to digest it myself because I'm not usually someone who takes the initiative to talk to other people about these things.,sad,no action
768,240,2,I'm more used to letting go of my emotions like this. Does this process feel like it takes a lot of time?,no emotion,inquire/brief description of the semantics
769,240,3,"This, uh, is okay, okay",no emotion,no action
770,240,4,So it sounds like a long time has passed since the incident happened. When did the course selection happen?,no emotion,inquire
771,240,5,"It was already last semester, I think",no emotion,no action
772,240,6,How do you feel when you think about it again?,no emotion,inquire
773,241,1,"I'm in a good mood. I don't have any thoughts now, but it's hard to judge whether I have any thoughts on this matter. But when I think about it, I feel more emotional about it.",sad,no action
774,241,2,I can say a little more. It sounds like I have no idea about this matter but I still have some feelings about it. How do I feel about it?,no emotion,inquire/brief description of the semantics
775,241,3,"It’s just hard to describe. I don’t have a specific feeling about this matter, or it becomes more abstract and feels a touch of sadness.",sad,no action
776,241,4,"A little sad, maybe because you said maybe what kind of mood it might be",no emotion,inquire/emotional reflection
777,241,5,Still a little angry. A little more angry.,no emotion,no action
778,241,6,How do you say be more angry?,no emotion,inquire
779,242,1,"It’s not that it should be sad, it should be more sad.",sad,no action
780,242,2,How do you say that sadness? What do you think is the reason why you feel sad?,no emotion,inquire
781,242,3,"Well, as I just said, they just didn’t give priority to my situation. When I think back now, I feel sad because of this matter. It’s sad because I was thinking about this matter.",sad,no action
782,242,4,"That’s because you value them, right?",no emotion,inquire
783,243,1,"It's because I'm thinking about the past incident itself, and I was just fine before. I feel like talking about it is, uh, more like uncovering a scar or treating it.",sad,no action
784,243,2,It actually hurts me to talk about this.,no emotion,emotional reflection
785,243,3,I actually can’t figure out where the emotion is coming from. What’s sad about this is that I am a person who is more sad about spring and autumn.,sad,no action
786,243,4,"But this thing just makes you feel quite hurt, like what you said was not taken into consideration.",no emotion,emotional reflection
787,243,5,That was true at the time,no emotion,no action
788,243,6,I still feel sad when I talk about it now,no emotion,emotional reflection
789,244,1,It's better if I don't feel sad. I can understand the situation at that time.,no emotion,no action
790,244,2,If you actually expect them to come to you proactively,no emotion,emotional reflection
791,244,3,It seemed that I had no choice at that time.,no emotion,no action
792,244,4,You can discuss with them or tell them about course selection and we can work together to find other solutions.,no emotion,no action
793,244,5,"It’s hard to talk about it, because hahaha, it’s not a very good thing.",no emotion,no action
794,244,6,But I think you should take them seriously,no emotion,emotional reflection
795,245,1,It’s hard to say that we don’t take this situation seriously. It’s okay.,no emotion,no action
796,245,2,"I should be a very important friend to you, so I can trust you as you said in that situation.",no emotion,no action
797,245,3,probably,no emotion,no action
798,245,4,Did you just think that your emotions would develop like this?,no emotion,inquire
799,245,5,You said when I first came here,no emotion,no action
800,245,6,I'm just saying that something came to mind when I was describing this matter.,no emotion,no action
801,246,1,No,no emotion,no action
802,246,2,Are you a little surprised at yourself?,no emotion,emotional reflection
803,246,3,"It’s not too surprising. On the contrary, I’m someone who sheds tears easily. It’s easy to read novels and comics.",no emotion,no action
804,246,4,Feel this way,no emotion,inquire
805,246,5,Kind of,no emotion,no action
806,246,6,What kind of plot will make you particularly empathetic?,no emotion,inquire
807,247,1,"What kind of plot makes the main character pitiful, like a sadomasochistic love affair or something like that?",no emotion,no action
808,247,2,Do you think that kind of plot will make you want to cry?,no emotion,no action
809,247,3,"Yes, that's right",no emotion,no action
810,247,4,"So when you describe this incident, you feel that you were quite helpless at the time, right?",no emotion,inquire/emotional reflection
